"Timestamp","Accelerometer.X","Accelerometer.Y","Accelerometer.Z","DATE_TIME"
"2/8/2020 18:03:59.713",-0.449,-0.383,-1.02,2020-02-08 18:03:59.713
"2/8/2020 18:03:59.725",-0.516,-0.391,-0.973,2020-02-08 18:03:59.724
"2/8/2020 18:03:59.738",-0.543,-0.395,-0.906,2020-02-08 18:03:59.737
"2/8/2020 18:03:59.750",-0.594,-0.469,-0.809,2020-02-08 18:03:59.750
"2/8/2020 18:03:59.763",-0.719,-0.57,-0.715,2020-02-08 18:03:59.763
"2/8/2020 18:03:59.775",-0.848,-0.613,-0.637,2020-02-08 18:03:59.775
"2/8/2020 18:03:59.788",-0.973,-0.504,-0.57,2020-02-08 18:03:59.788
"2/8/2020 18:03:59.800",-1.043,-0.328,-0.492,2020-02-08 18:03:59.799
"2/8/2020 18:03:59.813",-1.09,-0.164,-0.383,2020-02-08 18:03:59.812
"2/8/2020 18:03:59.825",-1.098,-0.059,-0.281,2020-02-08 18:03:59.825
"2/8/2020 18:03:59.838",-1.094,-0.027,-0.207,2020-02-08 18:03:59.838
"2/8/2020 18:03:59.850",-1.063,0.008,-0.145,2020-02-08 18:03:59.849
"2/8/2020 18:03:59.863",-0.992,0.031,-0.027,2020-02-08 18:03:59.862
"2/8/2020 18:03:59.875",-0.91,0.074,0.168,2020-02-08 18:03:59.875
"2/8/2020 18:03:59.888",-0.813,0.137,0.375,2020-02-08 18:03:59.888
"2/8/2020 18:03:59.900",-0.695,0.184,0.508,2020-02-08 18:03:59.900
"2/8/2020 18:03:59.913",-0.57,0.246,0.484,2020-02-08 18:03:59.913
"2/8/2020 18:03:59.925",-0.504,0.223,0.469,2020-02-08 18:03:59.924
"2/8/2020 18:03:59.938",-0.422,0.117,0.547,2020-02-08 18:03:59.937
