Year,App.,Class,Order,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source
2016,I,,Orchidales,DE,TW,10,,live,T,A
2016,I,,Orchidales,DE,TW,8,,live,T,D
2016,I,,Orchidales,JP,DE,6,6,live,T,D
2016,I,,Orchidales,JP,TW,20,,live,T,D
2016,I,,Orchidales,US,CN,3,65,live,T,D
2016,I,,Orchidales,US,DE,20,40,live,T,D
2016,I,,Orchidales,CH,DE,,3,live,T,A
2016,I,,Orchidales,DE,US,4,4,live,T,D
2016,I,,Orchidales,JP,DE,10,10,live,T,D
2016,I,,Orchidales,JP,US,2,2,live,T,D
2016,I,,Orchidales,US,DE,15,15,live,T,D
2016,I,,Orchidales,AF,TH,20,,live,T,D
2016,I,,Orchidales,CA,US,,18,live,T,D
2016,I,,Orchidales,CH,DE,,3,live,T,A
2016,I,,Orchidales,DE,TH,50,,live,T,D
2016,I,,Orchidales,DE,TW,10,,live,T,A
2016,I,,Orchidales,DE,TW,24,,live,T,D
2016,I,,Orchidales,DE,US,7,7,live,T,D
2016,I,,Orchidales,FR,TW,125,,cultures,T,A
2016,I,,Orchidales,GB,TW,30,,live,T,D
2016,I,,Orchidales,JP,TW,10,,live,T,D
2016,I,,Orchidales,JP,US,10,10,live,T,D
2016,I,,Orchidales,US,CA,1,,live,T,D
2016,I,,Orchidales,US,DE,15,15,live,T,D
2016,I,,Orchidales,CA,US,,3,live,T,D
2016,I,,Orchidales,DE,TW,10,,live,T,D
2016,I,,Orchidales,CA,US,,7,live,T,D
2016,I,,Orchidales,DE,TW,10,,live,T,D
2016,I,,Orchidales,DE,US,4,4,live,T,D
2016,I,,Orchidales,CH,DE,,4,live,T,A
2016,I,,Orchidales,DE,TW,10,,live,T,A
2016,I,,Orchidales,JP,DE,6,6,live,T,D
2016,I,,Orchidales,JP,TW,50,,live,T,D
2016,I,,Orchidales,US,DE,8,8,live,T,D
2016,I,,Orchidales,CA,CN,,30,live,T,D
2016,I,,Orchidales,CH,CN,,20,live,T,D
2016,I,,Orchidales,CH,DE,,2,live,T,A
2016,I,,Orchidales,DE,CN,20,30,live,T,D
2016,I,,Orchidales,DE,US,2,2,live,T,D
2016,I,,Orchidales,FR,TH,5,,live,T,A
2016,I,,Orchidales,JP,US,3,3,live,T,D
2016,I,,Orchidales,US,CN,14,60,live,T,D
2016,I,,Orchidales,US,TH,60,,live,T,D
2016,I,,Orchidales,JP,DE,6,6,live,T,D
2016,I,,Orchidales,CA,CN,,20,live,T,D
2016,I,,Orchidales,CA,US,,2,live,T,D
2016,I,,Orchidales,CH,CN,,10,live,T,D
2016,I,,Orchidales,DE,US,2,2,live,T,D
2016,I,,Orchidales,JP,US,4,4,live,T,D
2016,I,,Orchidales,US,DE,15,15,live,T,D
2016,I,,Orchidales,DE,BR,5,,live,T,A
2016,I,,Orchidales,DE,EC,5,,live,T,D
2016,I,,Orchidales,JP,BR,5,,live,T,A
2016,I,,Orchidales,JP,BR,10,,live,T,D
2016,I,,Orchidales,US,EC,38,,live,T,D
2016,I,,Orchidales,US,PA,10,,live,T,A
2016,I,,Orchidales,US,TH,6,,live,T,D
2016,I,,Orchidales,AU,SG,,5,live,B,D
2016,I,,Orchidales,CA,PE,,30,live,T,D
2016,I,,Orchidales,CA,US,,3,live,T,D
2016,I,,Orchidales,DE,EC,7,,live,T,D
2016,I,,Orchidales,DE,PE,9,,live,T,A
2016,I,,Orchidales,DE,PE,412,423,live,T,D
2016,I,,Orchidales,ES,PE,,3,live,T,D
2016,I,,Orchidales,FR,EC,2,,live,T,A
2016,I,,Orchidales,GT,PE,,11,live,T,D
2016,I,,Orchidales,JP,EC,7,,live,T,A
2016,I,,Orchidales,JP,EC,5,,live,T,D
2016,I,,Orchidales,JP,PE,102,23,live,T,D
2016,I,,Orchidales,JP,US,274,,live,T,A
2016,I,,Orchidales,JP,US,5,,live,T,D
2016,I,,Orchidales,RU,US,,1,live,T,D
2016,I,,Orchidales,SG,PE,5,,live,G,D
2016,I,,Orchidales,SG,PE,,9,live,T,D
2016,I,,Orchidales,TH,SG,,2,live,P,D
2016,I,,Orchidales,TW,PE,,13,live,T,D
2016,I,,Orchidales,US,DE,5,5,live,T,D
2016,I,,Orchidales,US,EC,13,,live,T,D
2016,I,,Orchidales,US,PE,84,91,live,T,D
2016,I,,Orchidales,CA,US,,18,live,T,D
2016,I,,Orchidales,CH,DE,,2,live,T,A
2016,I,,Orchidales,DE,EC,171,,live,T,D
2016,I,,Orchidales,DE,US,,7,live,T,A
2016,I,,Orchidales,DE,US,13,7,live,T,D
2016,I,,Orchidales,FR,EC,10,,live,T,A
2016,I,,Orchidales,FR,EC,5,,live,T,D
2016,I,,Orchidales,JP,EC,10,,live,T,D
2016,I,,Orchidales,JP,US,2,2,live,T,D
2016,I,,Orchidales,US,DE,7,7,live,T,D
2016,I,,Orchidales,US,EC,65,,live,T,D
2016,I,,Orchidales,US,PE,2,2,live,T,D
2016,I,,Orchidales,CA,PE,,40,live,T,D
2016,I,,Orchidales,DE,EC,91,,live,T,D
2016,I,,Orchidales,DE,PE,4,,live,T,A
2016,I,,Orchidales,DE,PE,20,24,live,T,D
2016,I,,Orchidales,FR,EC,1,,live,T,D
2016,I,,Orchidales,GT,PE,,6,live,T,D
2016,I,,Orchidales,JP,EC,30,,live,T,D
2016,I,,Orchidales,SG,BR,10,,live,B,A
2016,I,,Orchidales,SG,EC,10,,live,G,D
2016,I,,Orchidales,SG,PE,10,,live,G,D
2016,I,,Orchidales,SG,PE,,3,live,T,D
2016,I,,Orchidales,US,DE,3,8,live,T,D
2016,I,,Orchidales,US,EC,15,,live,T,D
2016,I,,Orchidales,US,PE,21,24.9,live,T,D
2016,I,,Orchidales,SG,EC,20,,live,G,D
2016,I,,Orchidales,SG,PE,10,,live,G,D
2016,I,,Orchidales,US,PE,,4,live,T,D
2016,I,,Orchidales,CA,PE,,40,live,T,D
2016,I,,Orchidales,CA,US,,24,live,T,D
2016,I,,Orchidales,CH,DE,,7,live,T,A
2016,I,,Orchidales,DE,EC,102,,live,T,D
2016,I,,Orchidales,DE,PE,4,,live,T,A
2016,I,,Orchidales,DE,PE,31,35,live,T,D
2016,I,,Orchidales,DE,US,5,5,live,T,D
2016,I,,Orchidales,ES,PE,,3,live,T,D
2016,I,,Orchidales,FR,EC,6,,live,T,A
2016,I,,Orchidales,FR,EC,2,,live,T,D
2016,I,,Orchidales,GT,PE,,7,live,T,D
2016,I,,Orchidales,JP,EC,5,,live,T,D
2016,I,,Orchidales,JP,PE,12,12,live,T,D
2016,I,,Orchidales,SG,EC,50,,live,G,D
2016,I,,Orchidales,SG,PE,10,,live,G,D
2016,I,,Orchidales,SG,PE,,6,live,T,D
2016,I,,Orchidales,TW,PE,,7,live,T,D
2016,I,,Orchidales,US,DE,5,5,live,T,D
2016,I,,Orchidales,US,EC,33,,live,T,D
2016,I,,Orchidales,US,PE,23,32.25,live,T,D
2016,I,,Orchidales,DE,EC,52,,live,T,D
2016,I,,Orchidales,FR,EC,2,,live,T,A
2016,I,,Orchidales,FR,EC,1,,live,T,D
2016,I,,Orchidales,JP,EC,15,,live,T,D
2016,I,,Orchidales,US,DE,3,8,live,T,D
2016,I,,Orchidales,US,EC,12,,live,T,D
2016,I,,Orchidales,CA,PE,,100,live,T,D
2016,I,,Orchidales,CA,US,,327,live,T,A
2016,I,,Orchidales,CN,DK,5,,live,Q,A
2016,I,,Orchidales,CN,DK,,5,live,,
2016,I,,Orchidales,CN,EC,50,,live,E,A
2016,I,,Orchidales,DE,EC,8,,live,T,A
2016,I,,Orchidales,DE,PE,260,,live,T,A
2016,I,,Orchidales,DE,PE,,260,live,T,D
2016,I,,Orchidales,DE,US,619,619,live,T,A
2016,I,,Orchidales,FR,EC,4,,live,T,A
2016,I,,Orchidales,GT,PE,,74,live,T,D
2016,I,,Orchidales,HK,US,50,50,live,T,A
2016,I,,Orchidales,JP,PE,,79,live,T,D
2016,I,,Orchidales,JP,US,,183,live,T,A
2016,I,,Orchidales,RU,US,,3,live,T,A
2016,I,,Orchidales,SG,PE,,21,live,T,D
2016,I,,Orchidales,TW,PE,,43,live,T,D
2016,I,,Orchidales,TW,US,,310,live,T,A
2016,I,,Orchidales,US,CA,1,,live,T,A
2016,I,,Orchidales,US,CA,1,,live,T,D
2016,I,,Orchidales,US,DE,135,,live,T,A
2016,I,,Orchidales,US,EC,121,,live,T,A
2016,I,,Orchidales,US,PE,184,,live,T,A
2016,I,,Orchidales,US,PE,,184,live,T,D
2016,I,,Orchidales,CA,US,,6,live,T,D
2016,I,,Orchidales,DE,US,1,1,live,T,D
2016,I,,Orchidales,DE,EC,37,,live,T,D
2016,I,,Orchidales,DE,US,4,4,live,T,D
2016,I,,Orchidales,FR,EC,1,,live,T,A
2016,I,,Orchidales,JP,EC,15,,live,T,D
2016,I,,Orchidales,JP,US,5,5,live,T,D
2016,I,,Orchidales,US,EC,19,,live,T,D
2016,I,,Orchidales,DE,US,1,,live,T,D
2016,I,,Orchidales,US,DE,10,10,live,T,D
2016,I,,Orchidales,US,EC,2,,live,T,D
2016,I,,Orchidales,CA,US,,2,live,T,D
2016,I,,Orchidales,CH,DE,,3,live,Q,A
2016,I,,Orchidales,DE,EC,26,,live,T,D
2016,I,,Orchidales,DE,US,10,10,live,T,D
2016,I,,Orchidales,FR,EC,1,,live,T,D
2016,I,,Orchidales,JP,US,8,8,live,T,D
2016,I,,Orchidales,US,DE,15,15,live,T,D
2016,I,,Orchidales,US,EC,17,,live,T,D
2016,I,,Orchidales,CA,PE,,30,live,T,D
2016,I,,Orchidales,CA,US,,12,live,T,D
2016,I,,Orchidales,CH,DE,,2,live,T,A
2016,I,,Orchidales,DE,EC,51,,live,T,D
2016,I,,Orchidales,DE,PE,4,,live,T,A
2016,I,,Orchidales,DE,PE,21,25,live,T,D
2016,I,,Orchidales,DE,US,1,1,live,T,D
2016,I,,Orchidales,FR,EC,2,,live,T,A
2016,I,,Orchidales,GT,PE,,9,live,T,D
2016,I,,Orchidales,JP,PE,5,5,live,T,D
2016,I,,Orchidales,SG,PE,,7,live,T,D
2016,I,,Orchidales,TW,PE,,8,live,T,D
2016,I,,Orchidales,US,DE,3,3,live,T,D
2016,I,,Orchidales,US,EC,19,,live,T,D
2016,I,,Orchidales,US,PE,19,37,live,T,D
2016,I,,Orchidales,CA,PE,,30,live,T,D
2016,I,,Orchidales,CH,DE,,2,live,T,A
2016,I,,Orchidales,DE,PE,4,,live,T,A
2016,I,,Orchidales,DE,PE,41,45,live,T,D
2016,I,,Orchidales,DE,US,1,1,live,T,D
2016,I,,Orchidales,GT,PE,,9,live,T,D
2016,I,,Orchidales,JP,PE,8,8,live,T,D
2016,I,,Orchidales,SG,PE,,8,live,T,D
2016,I,,Orchidales,TW,PE,,9,live,T,D
2016,I,,Orchidales,US,DE,5,10,live,T,D
2016,I,,Orchidales,US,PE,25,27,live,T,D
2016,I,,Orchidales,DE,US,,1,live,T,D
2016,I,,Orchidales,CA,US,,19,live,T,D
2016,I,,Orchidales,CH,DE,,5,live,T,A
2016,I,,Orchidales,DE,EC,47,,live,T,D
2016,I,,Orchidales,DE,US,11,11,live,T,D
2016,I,,Orchidales,FR,EC,13,,live,T,A
2016,I,,Orchidales,FR,EC,5,,live,T,D
2016,I,,Orchidales,JP,US,,5,live,T,D
2016,I,,Orchidales,US,DE,14,24,live,T,D
2016,I,,Orchidales,US,EC,34,,live,T,D
2016,I,,Orchidales,DE,BR,30,,live,T,A
2016,I,,Orchidales,DE,US,1,1,live,T,D
2016,I,,Orchidales,JP,BR,20,,live,T,D
2016,I,,Orchidales,US,BR,10,,live,T,A
2016,I,,Orchidales,US,DE,1,1,live,T,D
2016,I,,Orchidales,DE,PE,3,,live,T,A
2016,I,,Orchidales,DE,PE,,3,live,T,D
2016,I,,Orchidales,JP,PE,7,7,live,T,D
2016,I,,Orchidales,SG,PE,30,,live,G,D
2016,I,,Orchidales,US,PE,13,13,live,T,D
2016,I,,Orchidales,DE,US,2,2,live,T,D
2016,I,Actinopteri,Osteoglossiformes,AE,SG,,9,live,T,D
2016,I,Actinopteri,Osteoglossiformes,BE,ID,19,15,live,T,D
2016,I,Actinopteri,Osteoglossiformes,BE,SG,1,1,live,T,D
2016,I,Actinopteri,Osteoglossiformes,BR,MY,,210,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CA,MY,,22,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CA,SG,,69,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CA,SG,,449,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,ID,105467,107765,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,MY,200,,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,MY,72311,78427,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,SG,156,179,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,SG,2,2,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CN,SG,6537,6664,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CZ,SG,2,2,live,T,D
2016,I,Actinopteri,Osteoglossiformes,CZ,SG,3,3,live,T,D
2016,I,Actinopteri,Osteoglossiformes,DE,ID,5,,live,P,D
2016,I,Actinopteri,Osteoglossiformes,DE,ID,,5,live,T,D
2016,I,Actinopteri,Osteoglossiformes,DE,SG,14,21,live,T,D
2016,I,Actinopteri,Osteoglossiformes,DK,SG,4,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,DK,SG,1,,live,P,D
2016,I,Actinopteri,Osteoglossiformes,DK,SG,12,3,live,T,D
2016,I,Actinopteri,Osteoglossiformes,FR,SG,9,,live,T,D
2016,I,Actinopteri,Osteoglossiformes,FR,SG,3,,live,T,D
2016,I,Actinopteri,Osteoglossiformes,GB,ID,55,66,live,T,D
2016,I,Actinopteri,Osteoglossiformes,GB,MY,190,50,live,T,D
2016,I,Actinopteri,Osteoglossiformes,GB,SG,86,89,live,T,D
2016,I,Actinopteri,Osteoglossiformes,HK,ID,1490,1479,live,T,D
2016,I,Actinopteri,Osteoglossiformes,HK,MY,2762,4656,live,T,D
2016,I,Actinopteri,Osteoglossiformes,HK,SG,1,,live,P,D
2016,I,Actinopteri,Osteoglossiformes,HK,SG,147,115,live,T,D
2016,I,Actinopteri,Osteoglossiformes,HK,SG,273,325,live,T,D
2016,I,Actinopteri,Osteoglossiformes,ID,SG,,1,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IN,SG,,25,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IN,SG,,3,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IN,SG,,459,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IR,MY,,51,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IT,SG,40,42,live,T,D
2016,I,Actinopteri,Osteoglossiformes,IT,SG,31,63,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,ID,2,3,live,P,D
2016,I,Actinopteri,Osteoglossiformes,JP,ID,2921,2979,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,MY,3357,3799,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,SG,12,12,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,SG,6,6,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,SG,1450,1621,live,T,D
2016,I,Actinopteri,Osteoglossiformes,JP,TH,30,,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KH,ID,,37,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KP,MY,,441,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KR,ID,,553,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KR,SG,,1,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KR,SG,,2,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KR,SG,,362,live,T,D
2016,I,Actinopteri,Osteoglossiformes,KW,SG,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,LK,MY,,25,live,T,D
2016,I,Actinopteri,Osteoglossiformes,LK,SG,,120,live,T,D
2016,I,Actinopteri,Osteoglossiformes,LK,SG,,11,live,T,D
2016,I,Actinopteri,Osteoglossiformes,LK,SG,,308,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MO,SG,,2,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MO,SG,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MY,ID,202,324,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MY,SG,30,30,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MY,SG,31,31,live,T,D
2016,I,Actinopteri,Osteoglossiformes,MY,SG,343,,live,T,C
2016,I,Actinopteri,Osteoglossiformes,MY,SG,2450,2726,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NL,ID,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NL,MY,,20,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NL,SG,,5,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NL,SG,,12,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NO,SG,23,,live,T,C
2016,I,Actinopteri,Osteoglossiformes,NO,SG,,24,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NZ,MY,21,21,live,T,D
2016,I,Actinopteri,Osteoglossiformes,NZ,SG,47,49,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PF,SG,,9,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PF,SG,,3,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,HK,,1,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,ID,,879,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,MY,,900,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,SG,,149,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,SG,,22,live,T,D
2016,I,Actinopteri,Osteoglossiformes,PH,SG,,1040,live,T,D
2016,I,Actinopteri,Osteoglossiformes,RU,SG,,13,live,T,D
2016,I,Actinopteri,Osteoglossiformes,RU,SG,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,RU,SG,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,SE,ID,15,11,live,T,D
2016,I,Actinopteri,Osteoglossiformes,SG,ID,2941,2761,live,T,D
2016,I,Actinopteri,Osteoglossiformes,SG,MY,107,147,live,T,D
2016,I,Actinopteri,Osteoglossiformes,SK,MY,15,15,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TH,ID,,1749,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TH,MY,,4083,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TH,SG,,7,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TH,SG,,657,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TR,SG,,9,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TR,SG,,5,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TW,ID,,11547,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TW,MY,,4447,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TW,MY,,17,live,T,W
2016,I,Actinopteri,Osteoglossiformes,TW,SG,,108,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TW,SG,,33,live,T,D
2016,I,Actinopteri,Osteoglossiformes,TW,SG,,693,live,T,D
2016,I,Actinopteri,Osteoglossiformes,UA,SG,,12,live,T,D
2016,I,Actinopteri,Osteoglossiformes,US,VN,6,,live,T,I
2016,I,Actinopteri,Osteoglossiformes,VN,ID,,6,live,P,D
2016,I,Actinopteri,Osteoglossiformes,VN,ID,,1451,live,T,D
2016,I,Actinopteri,Osteoglossiformes,VN,MY,,1491,live,T,D
2016,I,Actinopteri,Osteoglossiformes,VN,SG,,4,live,T,D
2016,I,Actinopteri,Osteoglossiformes,VN,SG,,503,live,T,D
2016,I,Actinopteri,Osteoglossiformes,XX,SG,,31,live,T,D
2016,I,Actinopteri,Osteoglossiformes,XX,SG,,22,live,T,D
2016,I,Actinopteri,Osteoglossiformes,ZA,SG,,6,live,T,D
2016,I,Actinopteri,Osteoglossiformes,ZA,SG,,1,live,T,D
2016,I,Aves,Gruiformes,AE,MA,,1,live,P,C
2016,I,Aves,Gruiformes,BH,AE,,136,live,N,C
2016,I,Aves,Gruiformes,JO,AE,,2,bodies,E,C
2016,I,Aves,Gruiformes,JO,AE,,330,live,N,C
2016,I,Aves,Gruiformes,KW,AE,,825,live,N,C
2016,I,Aves,Gruiformes,KZ,AE,,637,live,N,C
2016,I,Aves,Gruiformes,KZ,AR,637,,live,N,C
2016,I,Aves,Gruiformes,PK,AE,,220,live,P,C
2016,I,Aves,Gruiformes,QA,AE,,1383,live,B,C
2016,I,Aves,Gruiformes,SA,AE,,1512,live,N,C
2016,I,Aves,Gruiformes,AE,MA,400,999,live,B,C
2016,I,Aves,Gruiformes,DZ,MA,,4233,live,N,C
2016,I,Aves,Gruiformes,KZ,AR,150,,live,T,
2016,I,Aves,Gruiformes,SA,KW,,170,live,N,I
2016,I,Aves,Gruiformes,SA,MA,,1049,live,N,C
2016,I,Aves,Galliformes,AR,PT,,2,live,T,C
2016,I,Aves,Galliformes,MX,US,,70,live,B,F
2016,I,Aves,Galliformes,AR,PT,,2,live,T,C
2016,I,Aves,Galliformes,NP,NL,,7,live,T,C
2016,I,Aves,Galliformes,PK,NL,,2,live,T,C
2016,I,Aves,Galliformes,AR,PT,,2,live,T,C
2016,I,Aves,Galliformes,NP,NL,,6,live,T,C
2016,I,Aves,Galliformes,PK,NL,,15,live,T,C
2016,I,Aves,Galliformes,US,CA,2,,feathers,T,I
2016,I,Aves,Galliformes,AR,PT,,6,live,T,C
2016,I,Aves,Galliformes,VN,NL,,2,live,T,C
2016,I,Aves,Galliformes,VN,NL,,8,live,T,C
2016,I,Aves,Galliformes,GB,JE,1,1,bodies,S,C
2016,I,Aves,Galliformes,GB,JE,1,1,bodies,S,C
2016,I,Aves,Galliformes,BD,NL,,4,live,T,C
2016,I,Aves,Galliformes,ID,NL,,4,live,T,C
2016,I,Aves,Galliformes,MY,NL,,10,live,T,C
2016,I,Aves,Galliformes,UZ,NL,8,,live,T,C
2016,I,Aves,Galliformes,NO,GB,,1,live,Z,C
2016,I,Aves,Galliformes,AR,PT,,6,live,T,C
2016,I,Aves,Galliformes,MY,NL,,8,live,T,C
2016,I,Aves,Galliformes,NP,NL,,17,live,T,C
2016,I,Aves,Galliformes,VN,NL,,6,live,T,C
2016,I,Aves,Galliformes,AR,PT,,6,live,T,C
2016,I,Aves,Galliformes,ID,NL,,10,live,T,C
2016,I,Mammalia,Cetacea,KR,CN,,7,specimens,E,W
2016,I,Mammalia,Cetacea,AT,CH,3,,carvings,S,O
2016,I,Mammalia,Cetacea,AU,DK,,0.154,carvings,P,O
2016,I,Mammalia,Cetacea,AU,NZ,,1,teeth,P,O
2016,I,Mammalia,Cetacea,AU,US,,1,jewellery - ivory ,T,O
2016,I,Mammalia,Cetacea,CH,GB,,1,carvings,T,O
2016,I,Mammalia,Cetacea,DE,US,,7,bone carvings,Q,O
2016,I,Mammalia,Cetacea,DE,US,7,,carvings,Q,O
2016,I,Mammalia,Cetacea,DK,GL,1,9,carvings,P,O
2016,I,Mammalia,Cetacea,DK,GL,,3,teeth,P,O
2016,I,Mammalia,Cetacea,FR,FR,10,,ivory carvings,Q,O
2016,I,Mammalia,Cetacea,FR,FR,1,1,carvings,Q,O
2016,I,Mammalia,Cetacea,GB,FJ,6,,carvings,Q,O
2016,I,Mammalia,Cetacea,GB,NZ,,1,teeth,P,O
2016,I,Mammalia,Cetacea,GL,DK,,2,carvings,T,O
2016,I,Mammalia,Cetacea,GL,DK,,4,carvings,T,O
2016,I,Mammalia,Cetacea,JP,ZZ,25,,skin pieces,S,X
2016,I,Mammalia,Cetacea,NO,DK,,0.62,carvings,T,O
2016,I,Mammalia,Cetacea,NZ,FJ,21,,teeth,P,O
2016,I,Mammalia,Cetacea,PF,FR,,1,carvings,Q,O
2016,I,Mammalia,Cetacea,SG,GB,3,,specimens,P,O
2016,I,Mammalia,Cetacea,SN,US,,1,extract,L,I
2016,I,Mammalia,Cetacea,SN,US,,1,ivory carvings,L,I
2016,I,Mammalia,Cetacea,SN,US,,1,teeth,L,I
2016,I,Mammalia,Cetacea,US,FJ,2,,teeth,P,I
2016,I,Mammalia,Cetacea,US,FR,2,,teeth,P,I
2016,I,Mammalia,Cetacea,US,FR,,27,specimens,S,W
2016,I,Mammalia,Cetacea,US,GB,1,,teeth,T,O
2016,I,Mammalia,Cetacea,US,GB,1,,bone carvings,T,I
2016,I,Mammalia,Cetacea,US,GB,1,,bone carvings,T,O
2016,I,Mammalia,Cetacea,US,GB,2,2,carvings,T,O
2016,I,Mammalia,Cetacea,US,GB,,1,teeth,T,O
2016,I,Mammalia,Cetacea,US,MX,1,,teeth,P,O
2016,I,Mammalia,Cetacea,US,NZ,1,,teeth,P,I
2016,I,Mammalia,Cetacea,US,PE,3,,ivory carvings,P,I
2016,I,Mammalia,Cetacea,US,ZZ,1,,teeth,P,I
2016,I,Mammalia,Primates,US,PE,,4,specimens,S,W
2016,I,Elasmobranchii,Pristiformes,AU,GB,,3,derivatives,P,O
2016,I,Elasmobranchii,Pristiformes,US,NI,1,,bone carvings,P,I
2016,I,Elasmobranchii,Pristiformes,SN,US,,1,fins,L,I
2016,I,Elasmobranchii,Pristiformes,US,MG,5,,bone pieces,S,I
2016,I,Elasmobranchii,Pristiformes,US,MG,5,,bone pieces,S,I
2016,I,Elasmobranchii,Pristiformes,US,MG,2,,bone pieces,S,I
2016,I,Elasmobranchii,Pristiformes,US,MG,6,,bone pieces,S,I
2016,I,Aves,Psittaciformes,AE,AT,,2,live,P,C
2016,I,Aves,Psittaciformes,AE,AT,9,10,live,P,C
2016,I,Aves,Psittaciformes,AE,AT,3,,live,T,C
2016,I,Aves,Psittaciformes,AE,BE,,7,live,T,C
2016,I,Aves,Psittaciformes,AE,CH,8,,live,T,C
2016,I,Aves,Psittaciformes,AE,NL,1,,live,P,C
2016,I,Aves,Psittaciformes,AE,NL,,1,live,T,C
2016,I,Aves,Psittaciformes,BH,BE,,2,live,T,C
2016,I,Aves,Psittaciformes,BH,BE,,2,live,T,C
2016,I,Aves,Psittaciformes,BH,BE,,3,live,T,F
2016,I,Aves,Psittaciformes,BH,BE,11,11,live,T,C
2016,I,Aves,Psittaciformes,BH,KW,,1,live,P,C
2016,I,Aves,Psittaciformes,BH,KW,1,1,live,P,C
2016,I,Aves,Psittaciformes,BS,US,2,,live,P,C
2016,I,Aves,Psittaciformes,BS,US,,1,live,P,F
2016,I,Aves,Psittaciformes,BS,US,,1,live,Q,F
2016,I,Aves,Psittaciformes,CA,US,,2,live,P,F
2016,I,Aves,Psittaciformes,CA,US,,1,live,P,U
2016,I,Aves,Psittaciformes,CA,US,,1,live,P,W
2016,I,Aves,Psittaciformes,CA,US,,2,live,P,C
2016,I,Aves,Psittaciformes,CA,US,,1,live,P,F
2016,I,Aves,Psittaciformes,EG,KW,,2,live,P,C
2016,I,Aves,Psittaciformes,ID,BE,,1,live,T,C
2016,I,Aves,Psittaciformes,ID,NL,,1,live,T,C
2016,I,Aves,Psittaciformes,ID,NL,,1,live,T,C
2016,I,Aves,Psittaciformes,ID,NL,,5,live,T,C
2016,I,Aves,Psittaciformes,JO,BE,,9,live,T,C
2016,I,Aves,Psittaciformes,JO,BE,,4,live,T,C
2016,I,Aves,Psittaciformes,JO,BE,,3,live,T,C
2016,I,Aves,Psittaciformes,JO,BE,,1,live,T,C
2016,I,Aves,Psittaciformes,KW,BE,,3,live,T,C
2016,I,Aves,Psittaciformes,KW,BH,,1,live,P,C
